Category,City,Country/Region,Customer Name,Date String,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Selected State,Ship Date,Ship Mode,Size,State,State Name,State Set,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,Detroit,United States,Fred McMath,2019-10-01,Belkin,2019/10/9,CA-2019-124499,48227,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Central,Consumer,伪,2019/10/13,Standard Class,伪,Michigan,Other (median),3,Appliances,0.1,53.982,5,$270
Office Supplies,Houston,United States,Ivan Liston,2020-09-01,Other,2020/9/4,CA-2020-169971,77041,Faber Castell Col-Erase Pencils,Central,Consumer,真,2020/9/9,Standard Class,真,Texas,Texas,1,Art,0.2,1.0269,1,$4
Office Supplies,Laredo,United States,Helen Andreada,2020-10-01,Newell,2020/10/13,CA-2020-154018,78041,Newell 334,Central,Consumer,真,2020/10/19,Standard Class,真,Texas,Texas,1,Art,0.2,1.1904,1,$16
Office Supplies,Round Rock,United States,Alex Avila,2020-03-01,Acco,2020/3/3,CA-2020-103982,78664,"Acco Banker's Clasps, 5 3/4""-Long",Central,Consumer,真,2020/3/8,Standard Class,真,Texas,Texas,1,Fasteners,0.2,0.7776,1,$2
Office Supplies,Houston,United States,Jeremy Ellison,2020-11-01,Avery,2020/11/22,US-2020-132577,77095,Avery 494,Central,Consumer,真,2020/11/27,Standard Class,真,Texas,Texas,1,Labels,0.2,0.6786,1,$2
Office Supplies,Chicago,United States,Roger Demir,2020-11-01,Xerox,2020/11/21,CA-2020-146157,60610,Xerox 1910,Central,Consumer,伪,2020/11/26,Standard Class,伪,Illinois,Other (median),3,Paper,0.2,13.4512,1,$38
Office Supplies,Mcallen,United States,Chloris Kastensmidt,2020-07-01,Xerox,2020/7/23,CA-2020-112256,78501,Xerox 231,Central,Consumer,真,2020/7/28,Standard Class,真,Texas,Texas,1,Paper,0.2,1.8144,1,$5
Office Supplies,Bloomington,United States,Mick Crebagga,2019-12-01,Tennsco,2019/12/17,US-2019-129637,61701,Tennsco Double-Tier Lockers,Central,Consumer,伪,2019/12/22,Standard Class,伪,Illinois,Other (median),3,Storage,0.2,-15.7514,1,$180
Office Supplies,Chicago,United States,Art Ferguson,2021-04-01,SAFCO,2021/4/24,CA-2021-125269,60610,Safco Industrial Wire Shelving System,Central,Consumer,伪,2021/4/30,Standard Class,伪,Illinois,Other (median),3,Storage,0.2,-18.196,1,$73
Office Supplies,Chicago,United States,Nora Preis,2018-12-01,Other,2018/12/22,CA-2018-142510,60623,Economy Rollaway Files,Central,Consumer,伪,2018/12/29,Standard Class,伪,Illinois,Other (median),3,Storage,0.2,9.912,1,$132
Office Supplies,Austin,United States,Randy Bradley,2021-10-01,Advantus,2021/10/23,CA-2021-106068,78745,Advantus Rolling Storage Box,Central,Consumer,真,2021/10/28,Standard Class,真,Texas,Texas,1,Storage,0.2,1.2005,1,$14
Office Supplies,Coppell,United States,John Dryer,2021-09-01,Acco,2021/9/4,CA-2021-152485,75019,Acco Perma 3000 Stacking Storage Drawers,Central,Consumer,真,2021/9/8,Standard Class,真,Texas,Texas,1,Storage,0.2,-0.2098,1,$17
Office Supplies,Dallas,United States,Frank Olsen,2021-06-01,Fiskars,2021/6/19,CA-2021-141992,75220,Fiskars Spring-Action Scissors,Central,Consumer,真,2021/6/25,Standard Class,真,Texas,Texas,1,Supplies,0.2,0.8388,1,$11
Office Supplies,Aurora,United States,Liz Preis,2021-01-01,Quartet,2021/1/30,CA-2021-121790,60505,"Quartet Omega Colored Chalk, 12/Pack",Central,Consumer,伪,2021/2/6,Standard Class,伪,Illinois,Other (median),3,Art,0.2,3.1536,2,$9
Office Supplies,Chicago,United States,Emily Phan,2020-10-01,Avery,2020/10/11,CA-2020-113390,60610,Avery Fluorescent Highlighter Four-Color Set,Central,Consumer,伪,2020/10/15,Standard Class,伪,Illinois,Other (median),3,Art,0.2,0.668000000,2,$5
Office Supplies,Chicago,United States,Sarah Jordon,2021-04-01,Other,2021/4/20,CA-2021-100615,60653,Lumber Crayons,Central,Consumer,伪,2021/4/24,Standard Class,伪,Illinois,Other (median),3,Art,0.2,3.546,2,$16
Office Supplies,Dallas,United States,Guy Armstrong,2021-12-01,Newell,2021/12/25,CA-2021-134194,75081,Newell 34,Central,Consumer,真,2022/1/1,Standard Class,真,Texas,Texas,1,Art,0.2,2.3808,2,$32
Office Supplies,Houston,United States,Brian Thompson,2019-10-01,Binney & Smith,2019/10/8,CA-2019-125710,77036,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Central,Consumer,真,2019/10/13,Standard Class,真,Texas,Texas,1,Art,0.2,0.559,2,$3
Office Supplies,Houston,United States,Charles Crestani,2021-09-01,Other,2021/9/15,CA-2021-146185,77095,Prismacolor Color Pencil Set,Central,Consumer,真,2021/9/19,Standard Class,真,Texas,Texas,1,Art,0.2,8.3328,2,$32
Office Supplies,Houston,United States,Kunst Miller,2018-04-01,Prang,2018/4/18,CA-2018-100678,77095,Prang Dustless Chalk Sticks,Central,Consumer,真,2018/4/22,Standard Class,真,Texas,Texas,1,Art,0.2,1.008,2,$3
Office Supplies,Mcallen,United States,Chloris Kastensmidt,2020-07-01,Newell,2020/7/23,CA-2020-112256,78501,Newell 339,Central,Consumer,真,2020/7/28,Standard Class,真,Texas,Texas,1,Art,0.2,0.3336,2,$4
Office Supplies,Pasadena,United States,Xylona Preis,2021-11-01,Boston,2021/11/14,US-2021-136679,77506,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Central,Consumer,真,2021/11/18,Standard Class,真,Texas,Texas,1,Art,0.2,4.504,2,$45
Office Supplies,Bloomington,United States,Tim Brockman,2019-12-01,Other,2019/12/5,CA-2019-117898,61701,Security-Tint Envelopes,Central,Consumer,伪,2019/12/11,Standard Class,伪,Illinois,Other (median),3,Envelopes,0.2,4.4312,2,$12
Office Supplies,Chicago,United States,Gene McClure,2020-05-01,Other,2020/5/10,CA-2020-117625,60610,Grip Seal Envelopes,Central,Consumer,伪,2020/5/15,Standard Class,伪,Illinois,Other (median),3,Envelopes,0.2,2.3868,2,$7
Office Supplies,Chicago,United States,Sarah Bern,2018-06-01,Other,2018/6/6,US-2018-161305,60623,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Central,Consumer,伪,2018/6/12,Standard Class,伪,Illinois,Other (median),3,Envelopes,0.2,4.7196,2,$14
Office Supplies,Houston,United States,Ryan Crowe,2020-09-01,Other,2020/9/11,CA-2020-130225,77041,Cameo Buff Policy Envelopes,Central,Consumer,真,2020/9/17,Standard Class,真,Texas,Texas,1,Envelopes,0.2,33.6042,2,$100
Office Supplies,Chicago,United States,Joy Daniels,2018-12-01,Other,2018/12/14,CA-2018-148950,60610,Assorted Color Push Pins,Central,Consumer,伪,2018/12/19,Standard Class,伪,Illinois,Other (median),3,Fasteners,0.2,0.4706,2,$3
Office Supplies,Decatur,United States,Joy Smith,2021-02-01,Other,2021/2/16,CA-2021-163265,62521,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Central,Consumer,伪,2021/2/21,Standard Class,伪,Illinois,Other (median),3,Fasteners,0.2,6.1992,2,$18
Office Supplies,Austin,United States,Barry Gonzalez,2019-12-01,Stockwell,2019/12/31,CA-2019-120901,78745,Stockwell Push Pins,Central,Consumer,真,2020/1/4,Standard Class,真,Texas,Texas,1,Fasteners,0.2,0.5668,2,$3
Office Supplies,Edinburg,United States,Stuart Calhoun,2021-11-01,OIC,2021/11/30,CA-2021-102267,78539,Binder Clips by OIC,Central,Consumer,真,2021/12/4,Standard Class,真,Texas,Texas,1,Fasteners,0.2,0.8288,2,$2
Office Supplies,Houston,United States,Ken Lonsdale,2021-05-01,OIC,2021/5/23,CA-2021-164042,77095,OIC Thumb-Tacks,Central,Consumer,真,2021/5/27,Standard Class,真,Texas,Texas,1,Fasteners,0.2,0.6156,2,$2
Office Supplies,Chicago,United States,Adam Shillingsburg,2020-09-01,Smead,2020/9/11,CA-2020-150007,60653,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Central,Consumer,伪,2020/9/16,Standard Class,伪,Illinois,Other (median),3,Labels,0.2,2.1,2,$6
Office Supplies,Dallas,United States,Russell D'Ascenzo,2018-10-01,Smead,2018/10/3,CA-2018-120775,75217,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Central,Consumer,真,2018/10/7,Standard Class,真,Texas,Texas,1,Labels,0.2,1.7248,2,$5
Office Supplies,Dallas,United States,Don Weiss,2021-03-01,Avery,2021/3/6,CA-2021-148642,75220,Avery 511,Central,Consumer,真,2021/3/12,Standard Class,真,Texas,Texas,1,Labels,0.2,1.7248,2,$5
Office Supplies,Irving,United States,Adam Shillingsburg,2020-05-01,Avery,2020/5/2,CA-2020-104311,75061,Avery 502,Central,Consumer,真,2020/5/6,Standard Class,真,Texas,Texas,1,Labels,0.2,1.764,2,$5
Office Supplies,Carol Stream,United States,Rob Haberlin,2019-07-01,Adams,2019/7/2,CA-2019-157322,60188,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Central,Consumer,伪,2019/7/6,Standard Class,伪,Illinois,Other (median),3,Paper,0.2,3.7692,2,$11
Office Supplies,Chicago,United States,Angele Hood,2021-12-01,Xerox,2021/12/9,CA-2021-109715,60623,Xerox 1921,Central,Consumer,伪,2021/12/14,Standard Class,伪,Illinois,Other (median),3,Paper,0.2,4.995,2,$16
Office Supplies,Chicago,United States,Joy Daniels,2021-05-01,Xerox,2021/5/15,US-2021-152569,60653,Xerox 1880,Central,Consumer,伪,2021/5/20,Standard Class,伪,Illinois,Other (median),3,Paper,0.2,19.1376,2,$57
Office Supplies,Decatur,United States,Beth Paige,2020-05-01,Xerox,2020/5/31,CA-2020-150483,62521,Xerox 212,Central,Consumer,伪,2020/6/4,Standard Class,伪,Illinois,Other (median),3,Paper,0.2,3.6288,2,$10
Office Supplies,Houston,United States,Doug O'Connell,2019-11-01,Xerox,2019/11/7,CA-2019-126669,77036,Xerox 1886,Central,Consumer,真,2019/11/13,Standard Class,真,Texas,Texas,1,Paper,0.2,26.824,2,$77
Office Supplies,Houston,United States,Kean Takahito,2018-09-01,Other,2018/9/8,CA-2018-146283,77036,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Central,Consumer,真,2018/9/15,Standard Class,真,Texas,Texas,1,Paper,0.2,6.2664,2,$18
Office Supplies,Houston,United States,Darren Powers,2021-03-01,Xerox,2021/3/4,CA-2021-142174,77041,Xerox 1934,Central,Consumer,真,2021/3/9,Standard Class,真,Texas,Texas,1,Paper,0.2,32.4684,2,$90
Office Supplies,Houston,United States,Eric Hoffmann,2020-11-01,Xerox,2020/11/19,US-2020-110156,77041,Xerox 1905,Central,Consumer,真,2020/11/24,Standard Class,真,Texas,Texas,1,Paper,0.2,3.6288,2,$10
Office Supplies,Houston,United States,Thomas Thornton,2019-04-01,Xerox,2019/4/6,CA-2019-124541,77041,Xerox 1949,Central,Consumer,真,2019/4/10,Standard Class,真,Texas,Texas,1,Paper,0.2,2.8884,2,$8
Office Supplies,Houston,United States,John Dryer,2021-06-01,Xerox,2021/6/2,CA-2021-143294,77070,Xerox 1977,Central,Consumer,真,2021/6/8,Standard Class,真,Texas,Texas,1,Paper,0.2,3.7408,2,$11
Office Supplies,Houston,United States,Darren Powers,2018-01-01,Message Book,2018/1/3,CA-2018-103800,77095,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",Central,Consumer,真,2018/1/7,Standard Class,真,Texas,Texas,1,Paper,0.2,5.5512,2,$16
Office Supplies,Laredo,United States,Helen Andreada,2020-10-01,Array,2020/10/13,CA-2020-154018,78041,Array Memo Cubes,Central,Consumer,真,2020/10/19,Standard Class,真,Texas,Texas,1,Paper,0.2,3.0044,2,$8
Office Supplies,Plano,United States,Sam Craven,2018-06-01,Array,2018/6/20,CA-2018-166863,75023,"Array Parchment Paper, Assorted Colors",Central,Consumer,真,2018/6/24,Standard Class,真,Texas,Texas,1,Paper,0.2,4.0768,2,$12
Office Supplies,Port Arthur,United States,Meg Tillman,2020-12-01,Xerox,2020/12/27,CA-2020-162726,77642,Xerox 214,Central,Consumer,真,2021/1/2,Standard Class,真,Texas,Texas,1,Paper,0.2,3.6288,2,$10
Office Supplies,Aurora,United States,Zuschuss Carroll,2019-04-01,SAFCO,2019/4/25,CA-2019-130365,60505,"SAFCO Commercial Wire Shelving, Black",Central,Consumer,伪,2019/4/29,Standard Class,伪,Illinois,Other (median),3,Storage,0.2,-55.256,2,$221
Office Supplies,Chicago,United States,Berenike Kampe,2018-12-01,Rogers,2018/12/6,US-2018-140452,60610,Rogers Deluxe File Chest,Central,Consumer,伪,2018/12/10,Standard Class,伪,Illinois,Other (median),3,Storage,0.2,-8.3524,2,$35
Office Supplies,Chicago,United States,Christy Brittain,2021-12-01,Advantus,2021/12/4,CA-2021-152660,60610,Advantus Rolling Drawer Organizers,Central,Consumer,伪,2021/12/9,Standard Class,伪,Illinois,Other (median),3,Storage,0.2,4.6176,2,$62
Office Supplies,Chicago,United States,Roger Demir,2020-11-01,Tenex,2020/11/21,CA-2020-146157,60610,"Tenex Personal Project File with Scoop Front Design, Black",Central,Consumer,伪,2020/11/26,Standard Class,伪,Illinois,Other (median),3,Storage,0.2,1.6176,2,$22
Office Supplies,Chicago,United States,Fred Harton,2019-12-01,Tenex,2019/12/28,CA-2019-148859,60623,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Central,Consumer,伪,2020/1/1,Standard Class,伪,Illinois,Other (median),3,Storage,0.2,1.551,2,$25
Office Supplies,Chicago,United States,Katherine Hughes,2020-07-01,Tennsco,2020/7/30,CA-2020-137743,60623,Tennsco 16-Compartment Lockers with Coat Rack,Central,Consumer,伪,2020/8/4,Standard Class,伪,Illinois,Other (median),3,Storage,0.2,51.8312,2,"$1,037"
Office Supplies,Chicago,United States,Rob Lucas,2020-09-01,Rogers,2020/9/2,CA-2020-144764,60623,Rogers Deluxe File Chest,Central,Consumer,伪,2020/9/8,Standard Class,伪,Illinois,Other (median),3,Storage,0.2,-8.3524,2,$35
Office Supplies,Arlington,United States,Aaron Bergman,2018-02-01,Akro,2018/2/18,CA-2018-152905,76017,Akro Stacking Bins,Central,Consumer,真,2018/2/24,Standard Class,真,Texas,Texas,1,Storage,0.2,-2.5248,2,$13
Office Supplies,Austin,United States,Barry Gonzalez,2019-12-01,Fellowes,2019/12/31,CA-2019-120901,78745,Fellowes Stor/Drawer Steel Plus Storage Drawers,Central,Consumer,真,2020/1/4,Standard Class,真,Texas,Texas,1,Storage,0.2,-26.7204,2,$153
Office Supplies,Dallas,United States,Frank Olsen,2021-06-01,SAFCO,2021/6/19,CA-2021-141992,75220,Safco Industrial Wire Shelving,Central,Consumer,真,2021/6/25,Standard Class,真,Texas,Texas,1,Storage,0.2,-32.6366,2,$154
Office Supplies,Dallas,United States,Harry Greene,2021-11-01,Other,2021/11/6,CA-2021-150504,75220,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Central,Consumer,真,2021/11/12,Standard Class,真,Texas,Texas,1,Storage,0.2,1.816,2,$18
Office Supplies,Houston,United States,Adrian Barton,2019-11-01,Fellowes,2019/11/7,CA-2019-163181,77041,Fellowes Recycled Storage Drawers,Central,Consumer,真,2019/11/12,Standard Class,真,Texas,Texas,1,Storage,0.2,-28.8678,2,$178
Office Supplies,Houston,United States,Adrian Barton,2019-11-01,Gould Plastics,2019/11/7,CA-2019-163181,77041,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Central,Consumer,真,2019/11/12,Standard Class,真,Texas,Texas,1,Storage,0.2,-16.9568,2,$85
Office Supplies,Houston,United States,Natalie DeCherney,2021-04-01,Tennsco,2021/4/16,US-2021-156356,77095,Tennsco Commercial Shelving,Central,Consumer,真,2021/4/22,Standard Class,真,Texas,Texas,1,Storage,0.2,-7.7292,2,$33
Office Supplies,Huntsville,United States,Anna Chung,2021-03-01,Fellowes,2021/3/23,CA-2021-135650,77340,Fellowes Officeware Wire Shelving,Central,Consumer,真,2021/3/27,Standard Class,真,Texas,Texas,1,Storage,0.2,-32.3388,2,$144
Office Supplies,Waco,United States,Theone Pippenger,2020-08-01,Other,2020/8/31,CA-2020-117408,76706,Super Decoflex Portable Personal File,Central,Consumer,真,2020/9/6,Standard Class,真,Texas,Texas,1,Storage,0.2,2.3968,2,$24
Office Supplies,Austin,United States,Barry Gonzalez,2019-12-01,Staple remover,2019/12/31,CA-2019-120901,78745,Staple remover,Central,Consumer,真,2020/1/4,Standard Class,真,Texas,Texas,1,Supplies,0.2,-1.3248,2,$6
Office Supplies,Irving,United States,Carol Triggs,2020-08-01,Premier,2020/8/13,US-2020-141264,75061,Premier Electric Letter Opener,Central,Consumer,真,2020/8/19,Standard Class,真,Texas,Texas,1,Supplies,0.2,-34.758,2,$185
Office Supplies,Mcallen,United States,Chloris Kastensmidt,2020-07-01,Acme,2020/7/23,CA-2020-112256,78501,Acme Elite Stainless Steel Scissors,Central,Consumer,真,2020/7/28,Standard Class,真,Texas,Texas,1,Supplies,0.2,1.0008,2,$13
Office Supplies,Chicago,United States,David Philippe,2019-10-01,Avery,2019/10/10,CA-2019-112522,60610,Avery Fluorescent Highlighter Four-Color Set,Central,Consumer,伪,2019/10/17,Standard Class,伪,Illinois,Other (median),3,Art,0.2,1.002,3,$8
Office Supplies,Chicago,United States,Emily Phan,2020-10-01,Newell,2020/10/11,CA-2020-113390,60610,Newell 309,Central,Consumer,伪,2020/10/15,Standard Class,伪,Illinois,Other (median),3,Art,0.2,3.465,3,$28
Office Supplies,Chicago,United States,Kean Takahito,2020-03-01,Newell,2020/3/21,US-2020-133879,60623,Newell 33,Central,Consumer,伪,2020/3/28,Standard Class,伪,Illinois,Other (median),3,Art,0.2,1.5066,3,$13
Office Supplies,Chicago,United States,Michelle Moray,2018-05-01,Dixon,2018/5/26,CA-2018-144029,60623,DIXON Ticonderoga Erasable Checking Pencils,Central,Consumer,伪,2018/5/31,Standard Class,伪,Illinois,Other (median),3,Art,0.2,3.1806,3,$13
Office Supplies,Dallas,United States,Edward Nazzal,2021-03-01,Other,2021/3/18,CA-2021-160087,75220,Peel-Off China Markers,Central,Consumer,真,2021/3/22,Standard Class,真,Texas,Texas,1,Art,0.2,6.5538,3,$24
Office Supplies,Houston,United States,Adrian Barton,2019-11-01,Other,2019/11/7,CA-2019-163181,77041,Lumber Crayons,Central,Consumer,真,2019/11/12,Standard Class,真,Texas,Texas,1,Art,0.2,5.319,3,$24
Office Supplies,Houston,United States,Ivan Liston,2020-09-01,Boston,2020/9/4,CA-2020-169971,77041,"BOSTON Ranger #55 Pencil Sharpener, Black",Central,Consumer,真,2020/9/9,Standard Class,真,Texas,Texas,1,Art,0.2,7.0173,3,$62
Office Supplies,Houston,United States,Bryan Davis,2020-05-01,Panasonic,2020/5/2,CA-2020-148698,77070,Panasonic KP-380BK Classic Electric Pencil Sharpener,Central,Consumer,真,2020/5/7,Standard Class,真,Texas,Texas,1,Art,0.2,5.397000000,3,$86
Office Supplies,Houston,United States,Karen Daniels,2018-11-01,Boston,2018/11/11,CA-2018-165309,77095,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Central,Consumer,真,2018/11/15,Standard Class,真,Texas,Texas,1,Art,0.2,6.756,3,$68
Office Supplies,Cedar Hill,United States,Cassandra Brandow,2018-11-01,Other,2018/11/17,CA-2018-130869,75104,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Central,Consumer,真,2018/11/21,Standard Class,真,Texas,Texas,1,Envelopes,0.2,2.478,3,$7
Office Supplies,Grand Prairie,United States,Lycoris Saunders,2019-06-01,Staple envelope,2019/6/16,CA-2019-118955,75051,Staple envelope,Central,Consumer,真,2019/6/20,Standard Class,真,Texas,Texas,1,Envelopes,0.2,9.3444,3,$29
Office Supplies,Houston,United States,Eric Hoffmann,2020-11-01,Other,2020/11/19,US-2020-110156,77041,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",Central,Consumer,真,2020/11/24,Standard Class,真,Texas,Texas,1,Envelopes,0.2,13.8267,3,$41
Office Supplies,Houston,United States,Kunst Miller,2018-04-01,Other,2018/4/18,CA-2018-100678,77095,Cameo Buff Policy Envelopes,Central,Consumer,真,2018/4/22,Standard Class,真,Texas,Texas,1,Envelopes,0.2,50.4063,3,$149
Office Supplies,San Antonio,United States,Chris Cortes,2020-03-01,Other,2020/3/3,CA-2020-145730,78207,"White Envelopes, White Envelopes with Clear Poly Window",Central,Consumer,真,2020/3/8,Standard Class,真,Texas,Texas,1,Envelopes,0.2,11.895,3,$37
Office Supplies,Dallas,United States,Russell D'Ascenzo,2018-10-01,Other,2018/10/3,CA-2018-120775,75217,Colored Push Pins,Central,Consumer,真,2018/10/7,Standard Class,真,Texas,Texas,1,Fasteners,0.2,0.8688,3,$4
Office Supplies,Chicago,United States,Speros Goranitis,2018-12-01,Xerox,2018/12/19,CA-2018-169446,60623,Xerox 229,Central,Consumer,伪,2018/12/25,Standard Class,伪,Illinois,Other (median),3,Paper,0.2,5.4432,3,$16
Office Supplies,Austin,United States,Nathan Gelder,2021-11-01,Wirebound,2021/11/12,CA-2021-130386,78745,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Central,Consumer,真,2021/11/18,Standard Class,真,Texas,Texas,1,Paper,0.2,5.8203,3,$16
Office Supplies,Grand Prairie,United States,Lycoris Saunders,2019-06-01,Xerox,2019/6/16,CA-2019-118955,75051,Xerox 188,Central,Consumer,真,2019/6/20,Standard Class,真,Texas,Texas,1,Paper,0.2,9.8658,3,$27
Office Supplies,Houston,United States,Erica Smith,2019-04-01,Xerox,2019/4/20,CA-2019-142433,77036,Xerox 1916,Central,Consumer,真,2019/4/25,Standard Class,真,Texas,Texas,1,Paper,0.2,44.046,3,$117
